source_row,weapon,expanded_perks,notes,raw_perk_columns_json,parsed_perk_columns_json
25,傍晚SI4,槽化枪管 / 广口弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 广口弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 广口弹匣 / 治疗弹匣 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 广口弹匣 / 即兴弹药 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 广口弹匣 / 即兴弹药 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 广口弹匣 / 即兴弹药 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 合金弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 合金弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 合金弹匣 / 治疗弹匣 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 合金弹匣 / 即兴弹药 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 合金弹匣 / 即兴弹药 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,槽化枪管 / 合金弹匣 / 即兴弹药 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 广口弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 广口弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 广口弹匣 / 治疗弹匣 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 广口弹匣 / 即兴弹药 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 广口弹匣 / 即兴弹药 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 广口弹匣 / 即兴弹药 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 合金弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 合金弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 合金弹匣 / 治疗弹匣 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 合金弹匣 / 即兴弹药 / 辉耀炽热,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 合金弹匣 / 即兴弹药 / 燃烧野心,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
25,傍晚SI4,箭头制退器 / 合金弹匣 / 即兴弹药 / 铤而走险,Tier S | Rank 1 | 与突进非常相似，只是框架不同（看个人喜好）,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n即兴弹药"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n铤而走险""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""即兴弹药""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""铤而走险""]}"
26,下班时刻,槽化枪管 / 广口弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
26,下班时刻,槽化枪管 / 广口弹匣 / 治疗弹匣 / 巨脉蜻蜓,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
26,下班时刻,槽化枪管 / 合金弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
26,下班时刻,槽化枪管 / 合金弹匣 / 治疗弹匣 / 巨脉蜻蜓,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
26,下班时刻,箭头制退器 / 广口弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
26,下班时刻,箭头制退器 / 广口弹匣 / 治疗弹匣 / 巨脉蜻蜓,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
26,下班时刻,箭头制退器 / 合金弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
26,下班时刻,箭头制退器 / 合金弹匣 / 治疗弹匣 / 巨脉蜻蜓,Tier S | Rank 2 | 好的框架类型，优秀的弹药生成，稳定的perk，优秀起源,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣"", ""Perk 2"": ""辉耀炽热\n巨脉蜻蜓""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣""], ""Perk 2"": [""辉耀炽热"", ""巨脉蜻蜓""]}"
27,突进,槽化枪管 / 广口弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 治疗弹匣 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 顺畅换弹 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 顺畅换弹 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 顺畅换弹 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 集体拳击 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 集体拳击 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 广口弹匣 / 集体拳击 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
